file_path,label
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease416.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease424.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease426.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease430.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease415.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease419.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease425.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease420.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease428.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease414.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease423.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease418.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease427.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease444.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease435.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease445.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease437.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease443.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease446.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease431.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease439.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease433.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease447.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease440.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease441.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease436.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease432.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease438.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease448.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease442.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease434.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease465.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease458.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease451.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease457.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease453.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease450.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease452.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease462.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease460.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease461.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease463.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease454.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease456.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease464.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease455.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease449.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease459.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease485.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease472.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease473.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease467.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease478.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease481.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease480.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease468.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease476.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease483.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease474.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease470.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease484.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease471.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease466.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease469.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease482.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease479.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease475.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease477.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease496.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease491.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease495.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease492.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease490.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease493.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease487.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease488.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease494.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease498.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease497.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease486.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease489.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease503.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease508.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease500.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease504.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease511.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease499.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease505.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease507.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease509.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease502.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease510.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease506.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease501.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease515.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease522.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease512.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease519.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease525.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease521.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease526.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease527.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease520.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease518.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease517.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease523.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease516.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease524.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease513.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease514.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease539.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease529.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease546.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease545.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease537.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease532.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease538.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease541.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease534.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease530.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease536.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease542.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease533.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease531.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease535.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease543.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease544.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease540.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease528.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease558.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease552.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease564.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease566.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease562.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease549.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease553.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease547.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease560.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease565.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease555.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease554.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease556.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease561.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease557.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease563.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease567.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease550.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease548.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease559.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease551.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease583.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease571.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease578.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease570.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease584.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease586.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease585.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease580.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease581.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease568.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease573.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease572.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease579.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease575.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease576.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease574.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease569.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease577.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease582.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease600.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease593.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease588.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease589.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease592.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease590.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease601.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease602.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease596.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease597.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease599.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease591.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease598.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease587.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease595.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease594.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease603.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease612.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease611.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease608.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease622.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease616.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease621.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease604.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease618.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease613.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease615.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease617.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease614.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease619.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease605.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease610.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease607.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease609.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease606.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease624.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease620.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease623.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease625.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease630.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease633.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease631.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease629.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease643.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease632.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease626.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease644.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease637.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease634.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease642.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease635.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease639.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease640.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease627.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease641.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease628.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease636.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease638.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease645.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease655.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease661.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease648.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease654.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease652.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease660.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease651.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease657.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease650.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease653.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease646.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease659.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease662.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease656.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease649.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease658.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease647.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease663.jpg,Viral Disease
/content/drive/MyDrive/Diseases_Project/Diseases_v2/BrownRust/image003.jpg,BrownRust
/content/drive/MyDrive/Diseases_Project/Diseases_v2/BrownRust/image004.jpg,BrownRust
/content/drive/MyDrive/Diseases_Project/Diseases_v2/BrownRust/image001.jpg,BrownRust
/content/drive/MyDrive/Diseases_Project/Diseases_v2/BrownRust/image002.jpg,BrownRust
/content/drive/MyDrive/Diseases_Project/Diseases_v2/BrownRust/image012.jpg,BrownRust
/content/drive/MyDrive/Diseases_Project/Diseases_v2/BrownRust/image006.jpg,BrownRust
/content/drive/MyDrive/Diseases_Project/Diseases_v2/BrownRust/image011.jpg,BrownRust
/content/drive/MyDrive/Diseases_Project/Diseases_v2/BrownRust/image005.jpg,BrownRust
/content/drive/MyDrive/Diseases_Project/Diseases_v2/BrownRust/image008.jpg,BrownRust
/content/drive/MyDrive/Diseases_Project/Diseases_v2/BrownRust/image009.jpg,BrownRust
/content/drive/MyDrive/Diseases_Project/Diseases_v2/BrownRust/image013.jpg,BrownRust
/content/drive/MyDrive/Diseases_Project/Diseases_v2/BrownRust/image007.jpg,BrownRust
/content/drive/MyDrive/Diseases_Project/Diseases_v2/BrownRust/image010.jpg,BrownRust
/content/drive/MyDrive/Diseases_Project/Diseases_v2/BrownRust/image014.jpg,BrownRust
/content/drive/MyDrive/Diseases_Project/Diseases_v2/BrownRust/image022.jpg,BrownRust
