image_path,label,label_name,set_type
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Sett Rot/Sett Rot473.jpg,5,Sett Rot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/smut/Smut199.jpg,8,smut,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Sett Rot/Sett Rot026.jpg,5,Sett Rot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image611.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image1220.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Banded Chlorosis/image419.jpg,0,Banded Chlorosis,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf137.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Sett Rot/Sett Rot620.jpg,5,Sett Rot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Sett Rot/Sett Rot408.jpg,5,Sett Rot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Grassy shoot/image166.jpg,3,Grassy shoot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease534.jpg,6,Viral Disease,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image1493.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Grassy shoot/image041.jpg,3,Grassy shoot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Banded Chlorosis/image225.jpg,0,Banded Chlorosis,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/smut/Smut118.jpg,8,smut,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf534.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf1054.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf1123.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf177.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Sett Rot/Sett Rot062.jpg,5,Sett Rot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf097.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/BrownRust/image061.jpg,2,BrownRust,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Grassy shoot/image075.jpg,3,Grassy shoot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf368.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image624.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Grassy shoot/image058.jpg,3,Grassy shoot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf288.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/smut/Smut233.jpg,8,smut,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Sett Rot/Sett Rot218.jpg,5,Sett Rot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image757.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image1400.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/smut/Smut235.jpg,8,smut,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Pokkah Boeng/Pokkah Boeng050.jpg,4,Pokkah Boeng,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image301.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Banded Chlorosis/image024.jpg,0,Banded Chlorosis,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf350.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease099.jpg,6,Viral Disease,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image1347.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease355.jpg,6,Viral Disease,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Sett Rot/Sett Rot177.jpg,5,Sett Rot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image661.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Sett Rot/Sett Rot059.jpg,5,Sett Rot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/BrownRust/image022.jpg,2,BrownRust,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image120.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf083.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Sett Rot/Sett Rot051.jpg,5,Sett Rot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image484.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf500.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image965.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image752.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease134.jpg,6,Viral Disease,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Banded Chlorosis/image180.jpg,0,Banded Chlorosis,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Banded Chlorosis/image298.jpg,0,Banded Chlorosis,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/smut/Smut315.jpg,8,smut,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Pokkah Boeng/Pokkah Boeng287.jpg,4,Pokkah Boeng,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Pokkah Boeng/Pokkah Boeng083.jpg,4,Pokkah Boeng,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf389.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/BrownRust/image142.jpg,2,BrownRust,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image1190.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Sett Rot/Sett Rot265.jpg,5,Sett Rot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf254.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image1428.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease386.jpg,6,Viral Disease,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease080.jpg,6,Viral Disease,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf216.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf459.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease539.jpg,6,Viral Disease,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/smut/Smut105.jpg,8,smut,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/smut/Smut296.jpg,8,smut,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Grassy shoot/image167.jpg,3,Grassy shoot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Banded Chlorosis/image217.jpg,0,Banded Chlorosis,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Sett Rot/Sett Rot591.jpg,5,Sett Rot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/smut/Smut038.jpg,8,smut,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease092.jpg,6,Viral Disease,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image1210.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/BrownRust/image126.jpg,2,BrownRust,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image967.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Banded Chlorosis/image256.jpg,0,Banded Chlorosis,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image030.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/BrownRust/image117.jpg,2,BrownRust,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Grassy shoot/image091.jpg,3,Grassy shoot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image547.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf1059.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Banded Chlorosis/image438.jpg,0,Banded Chlorosis,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Pokkah Boeng/Pokkah Boeng099.jpg,4,Pokkah Boeng,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf437.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Pokkah Boeng/Pokkah Boeng053.jpg,4,Pokkah Boeng,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/BrownRust/image176.jpg,2,BrownRust,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf1019.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf528.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf472.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Grassy shoot/image078.jpg,3,Grassy shoot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Pokkah Boeng/Pokkah Boeng291.jpg,4,Pokkah Boeng,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease348.jpg,6,Viral Disease,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image135.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease005.jpg,6,Viral Disease,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Banded Chlorosis/image348.jpg,0,Banded Chlorosis,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Banded Chlorosis/image328.jpg,0,Banded Chlorosis,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf716.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/smut/Smut121.jpg,8,smut,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Sett Rot/Sett Rot491.jpg,5,Sett Rot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Banded Chlorosis/image135.jpg,0,Banded Chlorosis,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Sett Rot/Sett Rot396.jpg,5,Sett Rot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/BrownRust/image024.jpg,2,BrownRust,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf641.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Sett Rot/Sett Rot202.jpg,5,Sett Rot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Grassy shoot/image002.jpg,3,Grassy shoot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image107.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Grassy shoot/image235.jpg,3,Grassy shoot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf458.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease480.jpg,6,Viral Disease,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Sett Rot/Sett Rot530.jpg,5,Sett Rot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Banded Chlorosis/image149.jpg,0,Banded Chlorosis,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Sett Rot/Sett Rot104.jpg,5,Sett Rot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Pokkah Boeng/Pokkah Boeng237.jpg,4,Pokkah Boeng,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image764.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/BrownRust/image260.jpg,2,BrownRust,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Banded Chlorosis/image061.jpg,0,Banded Chlorosis,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image485.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Banded Chlorosis/image407.jpg,0,Banded Chlorosis,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image1497.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/BrownRust/image004.jpg,2,BrownRust,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf388.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image1637.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image1396.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/smut/Smut142.jpg,8,smut,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image1199.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image054.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image1711.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image651.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease293.jpg,6,Viral Disease,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image312.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf923.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/smut/Smut190.jpg,8,smut,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Pokkah Boeng/Pokkah Boeng068.jpg,4,Pokkah Boeng,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf190.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Grassy shoot/image322.jpg,3,Grassy shoot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/BrownRust/image294.jpg,2,BrownRust,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image1085.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image960.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Sett Rot/Sett Rot142.jpg,5,Sett Rot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf699.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf1039.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Grassy shoot/image057.jpg,3,Grassy shoot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf1134.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Sett Rot/Sett Rot352.jpg,5,Sett Rot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image189.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image356.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image1061.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf218.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf318.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image600.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf298.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image480.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf1105.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/BrownRust/image094.jpg,2,BrownRust,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease514.jpg,6,Viral Disease,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Banded Chlorosis/image162.jpg,0,Banded Chlorosis,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease151.jpg,6,Viral Disease,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Sett Rot/Sett Rot008.jpg,5,Sett Rot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease314.jpg,6,Viral Disease,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/smut/Smut035.jpg,8,smut,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Sett Rot/Sett Rot317.jpg,5,Sett Rot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image411.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf558.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Sett Rot/Sett Rot010.jpg,5,Sett Rot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf1032.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image912.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Banded Chlorosis/image116.jpg,0,Banded Chlorosis,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf616.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Grassy shoot/image154.jpg,3,Grassy shoot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf697.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf908.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Banded Chlorosis/image306.jpg,0,Banded Chlorosis,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Banded Chlorosis/image341.jpg,0,Banded Chlorosis,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image532.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf682.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/smut/Smut191.jpg,8,smut,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/smut/Smut126.jpg,8,smut,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf808.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf334.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease178.jpg,6,Viral Disease,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Grassy shoot/image108.jpg,3,Grassy shoot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image1695.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Sett Rot/Sett Rot205.jpg,5,Sett Rot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/smut/Smut152.jpg,8,smut,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf339.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/BrownRust/image201.jpg,2,BrownRust,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease344.jpg,6,Viral Disease,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image1163.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/BrownRust/image002.jpg,2,BrownRust,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Sett Rot/Sett Rot210.jpg,5,Sett Rot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf073.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image1383.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image1581.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Pokkah Boeng/Pokkah Boeng231.jpg,4,Pokkah Boeng,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image585.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease229.jpg,6,Viral Disease,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Banded Chlorosis/image426.jpg,0,Banded Chlorosis,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image041.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf1029.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease083.jpg,6,Viral Disease,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/smut/Smut246.jpg,8,smut,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image1548.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Pokkah Boeng/Pokkah Boeng137.jpg,4,Pokkah Boeng,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Sett Rot/Sett Rot161.jpg,5,Sett Rot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf1099.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image283.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image470.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image1372.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image1458.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Pokkah Boeng/Pokkah Boeng003.jpg,4,Pokkah Boeng,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image147.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf886.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image669.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image567.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Banded Chlorosis/image320.jpg,0,Banded Chlorosis,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf1159.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf531.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image1664.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image545.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image020.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf1085.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/BrownRust/image085.jpg,2,BrownRust,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image703.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf176.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease040.jpg,6,Viral Disease,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image319.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf940.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Banded Chlorosis/image459.jpg,0,Banded Chlorosis,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf612.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Grassy shoot/image090.jpg,3,Grassy shoot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/BrownRust/image052.jpg,2,BrownRust,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Grassy shoot/image286.jpg,3,Grassy shoot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Pokkah Boeng/Pokkah Boeng022.jpg,4,Pokkah Boeng,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Banded Chlorosis/image085.jpg,0,Banded Chlorosis,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Banded Chlorosis/image450.jpg,0,Banded Chlorosis,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf047.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Pokkah Boeng/Pokkah Boeng081.jpg,4,Pokkah Boeng,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image1255.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf905.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease552.jpg,6,Viral Disease,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/BrownRust/image283.jpg,2,BrownRust,train
